date,close,open,high,low
2019/8/28,7579.82,7606.39,7649.6,7579.21
2019/8/27,7594.99,7583.35,7633.1,7578.15
2019/8/26,7563.55,7665.42,7665.42,7480.31
2019/8/23,7743.15,7700.56,7755.14,7671.96
2019/8/22,7743.65,7767.38,7787.3,7735.27
2019/8/21,7780.69,7763.22,7799.26,7743.38
2019/8/20,7768.14,7761.38,7807.79,7751.2
2019/8/19,7710.37,7591.59,7730.57,7591.59
2019/8/16,7514.65,7490.71,7547.09,7463.13
2019/8/15,7452.36,7453.83,7466.59,7356.66
2019/8/14,7494.55,7468.3,7572.69,7468.3
2019/8/13,7397.23,7492.35,7492.35,7396.63
2019/8/12,7503.4,7485.44,7543.38,7485.44
2019/8/9,7517.15,7557.12,7600.67,7516.77
2019/8/8,7514.63,7460.24,7540.51,7460.02
2019/8/7,7451.41,7446.54,7476.21,7408.77
2019/8/6,7410,7461.12,7461.12,7294.77
2019/8/5,7558.33,7730.18,7730.18,7555.26
2019/8/2,7772.03,7936.53,7936.53,7762.34
2019/8/1,8017.63,8041.24,8052.14,8000.39
2019/7/31,8053.89,8126.56,8126.56,8037.08
2019/7/30,8153.82,8136.92,8186.23,8132.02
2019/7/29,8151.87,8173.59,8176.35,8117.32
2019/7/26,8172.05,8214.16,8214.16,8165.77
2019/7/25,8236.19,8181.19,8238.08,8181.19
2019/7/24,8168.54,8130.84,8218.77,8130.84
2019/7/23,8075.91,8061.68,8089.98,8061.68
2019/7/22,8056.97,8130.09,8130.09,8048.32
2019/7/19,8126.57,8067.33,8142.5,8067.33
2019/7/18,8080.65,8127.94,8128.12,8074.09
2019/7/17,8135.06,8132.92,8137.2,8085.14
2019/7/16,8134.02,8119.73,8138.01,8111.02
2019/7/15,8086.07,8043.36,8086.88,7966.96
2019/7/12,8027.98,8038.82,8067.27,8027.65
2019/7/11,8045.78,8016.55,8087.02,8016.55
2019/7/10,8030.25,7984.04,8036.54,7984.04
2019/7/9,7969.88,8005.65,8006.7,7951.07
2019/7/8,8061.98,8169.21,8169.21,8034.37
2019/7/5,8190.44,8193.08,8201.17,8164.64
2019/7/4,8196.74,8207.93,8240.38,8188.65
2019/7/3,8217.25,8252.85,8253.59,8196.47
2019/7/2,8252.28,8171.23,8279.14,8171.23
2019/7/1,8115.74,8109.78,8116.42,8109.78
2019/6/28,8114.26,8122.63,8129.28,8085.54
2019/6/27,8099.22,8023.74,8103.29,8023.74
2019/6/26,7977.22,7966.22,7988.63,7920.41
2019/6/25,7999.68,8093.77,8096.84,7964.85
2019/6/24,8095.36,8080.8,8127.27,8062.01
2019/6/21,8091.87,8102.21,8127.1,8058.22
2019/6/20,8070.81,7971.53,8072.16,7971.53
2019/6/19,7965.04,7855.56,7986.1,7855.56
2019/6/18,7754.31,7706.61,7769.8,7701.34
2019/6/17,7692.69,7703.22,7756.62,7692.21
2019/6/14,7725.35,7767.3,7775.56,7712.62
2019/6/13,7764.87,7766.87,7766.87,7674.61
2019/6/12,7797.9,7882.33,7882.33,7782.73
2019/6/11,7849.28,7783.23,7869.54,7776.77
2019/6/10,7728.54,7600.35,7738.8,7600.35
2019/6/6,7567.54,7577.97,7584.6,7537.79
2019/6/5,7609.23,7596,7673.43,7589.39
2019/6/4,7543.11,7614.99,7620.89,7527.06
2019/6/3,7612.5,7582.74,7616.96,7564.32
2019/5/31,7604.09,7612.1,7660.01,7596.29
2019/5/30,7619.88,7602.01,7632.73,7580.73
2019/5/29,7621.27,7609.58,7681.64,7600.2
2019/5/28,7645.83,7623.35,7706.61,7619.26
2019/5/27,7623.6,7633.94,7654.21,7560.2
2019/5/24,7647.39,7631.48,7689.72,7631.48
2019/5/23,7674.79,7806.11,7806.11,7654.6
2019/5/22,7854.5,7865.43,7905.99,7843.12
2019/5/21,7826.67,7820.65,7883.5,7790.98
2019/5/20,7914.43,8005.66,8012.07,7905.89
2019/5/17,8105.92,8214.67,8251.07,8102.18
2019/5/16,8216.3,8235,8272.8,8191.76
2019/5/15,8208.57,8163.01,8257.73,8160.4
2019/5/14,8110.98,8235.73,8235.73,8067.2
2019/5/13,8330.81,8331.96,8333.11,8330.22
2019/5/10,8349.43,8266.91,8413.85,8256.17
2019/5/9,8275.56,8433.72,8435.1,8271.52
2019/5/8,8450.34,8521.28,8525.04,8425.73
2019/5/7,8599.96,8571.07,8619.35,8543.27
2019/5/6,8645.38,8855.43,8855.43,8571.5
2019/5/3,8824.68,8819.78,8825.73,8752.3
2019/5/2,8808.84,8789.1,8813.19,8772.18
2019/4/30,8774.34,8811.43,8813.21,8735.46
2019/4/29,8807.29,8741.91,8811.34,8741.53
2019/4/26,8747.65,8746.17,8774.46,8723.72
2019/4/25,8729.86,8845.45,8845.77,8721.89
2019/4/24,8872.04,8881.96,8926.41,8822.42
2019/4/23,8856.08,8889.01,8889.31,8814.47
2019/4/22,8905.94,8911.65,8911.68,8905.53
2019/4/19,8911.44,8909.35,8911.49,8907.61
2019/4/18,8909.38,8956.16,8958.93,8886.31
2019/4/17,8942.05,8921.31,8955.16,8901.19
2019/4/16,8896.36,8820.29,8898.68,8775.96
2019/4/15,8880.88,8910.35,9016.8,8880.75
2019/4/12,8870.28,8845.18,8870.3,8809.27
2019/4/11,8867.15,8940.02,8985.2,8862.07
2019/4/10,8956.81,8953.98,8961.77,8888.84
2019/4/9,8961.51,8923.44,8974.58,8915.56
2019/4/8,8913.28,8859.7,8930.81,8859.7
2019/4/4,8789.72,8797.56,8832.41,8754.64
2019/4/3,8805.53,8703.91,8810.84,8703.46
2019/4/2,8705.09,8706.59,8756.97,8696.43
2019/4/1,8683.14,8590.71,8714.52,8590.71
2019/3/29,8534.3,8454.27,8548.63,8446.23
2019/3/28,8440.36,8446.46,8447.34,8398.63
2019/3/27,8451.72,8402.55,8465.19,8400.01
2019/3/26,8400.66,8409.06,8454.2,8365.4
2019/3/25,8380.49,8526.68,8526.68,8362.1
2019/3/22,8592.36,8591.74,8636.71,8528.06
2019/3/21,8589.17,8648.45,8666.29,8581.88
2019/3/20,8655.14,8678.42,8678.74,8629.65
2019/3/19,8677.93,8670.05,8698.28,8641.02
2019/3/18,8652.81,8524.23,8652.92,8524.23
2019/3/15,8501.7,8459.5,8547.86,8458.28
2019/3/14,8469.24,8482.87,8510.96,8442.51
2019/3/13,8477.78,8505.36,8508.74,8454.67
2019/3/12,8515.21,8420.37,8539.14,8420.37
2019/3/11,8353.83,8271.17,8360.34,8271.17
2019/3/8,8295.01,8476.08,8476.08,8290.5
2019/3/7,8556.27,8644.22,8644.22,8544.76
2019/3/6,8656.28,8642.9,8704.79,8642.08
2019/3/5,8624.77,8573.21,8636.54,8527.6
2019/3/4,8548.47,8469.54,8617.48,8466.92
2019/3/1,8467.07,8386.7,8471.31,8386.61
2019/2/28,8391.29,8449.15,8467.44,8380.45
2019/2/27,8443.75,8496.94,8524.82,8428.6
2019/2/26,8499.16,8542.24,8558.13,8483.26
2019/2/25,8486.54,8412.72,8494.51,8410.05
2019/2/22,8359.73,8286.66,8359.8,8233.46
2019/2/21,8296.59,8252.88,8331.28,8236.28
2019/2/20,8240.07,8168.66,8268.76,8168.66
2019/2/19,8130.75,8164.41,8217.18,8130.62
2019/2/18,8166.16,8060.93,8177.48,8060.93
2019/2/15,8085.43,8220.89,8220.89,8072.83
2019/2/14,8233.29,8261.67,8261.67,8202.11
2019/2/13,8250.88,8180.19,8263.22,8178.77
2019/2/12,8158.98,8144.72,8167.65,8113.91
2019/2/11,8137.36,8091.9,8141.08,8054.87
2019/2/8,8087.71,8109.64,8109.64,7992.05
2019/2/4,8128.22,8129.5,8139.89,8105.78
2019/2/1,8131.97,8104.95,8176.68,8098.22
2019/1/31,8071.58,7988.57,8090.82,7988.57
2019/1/30,7907.74,7887.51,7913.5,7845.11
2019/1/29,7908.75,7906.51,7911.28,7845.5
2019/1/28,7914.84,7923.54,7986.13,7888.96
2019/1/25,7876.39,7764.5,7876.55,7764.5
2019/1/24,7735.3,7703.8,7735.38,7664
2019/1/23,7700.62,7703.7,7726.25,7664.6
2019/1/22,7767.78,7829.91,7835.69,7718.72
2019/1/21,7830.13,7791.86,7861.3,7791.86
2019/1/18,7766.24,7682.6,7767.49,7682.45
2019/1/17,7670.14,7703.76,7745.97,7661.26
2019/1/16,7665.44,7632.89,7665.97,7581.68
2019/1/15,7602.98,7476.51,7603.21,7476.51
2019/1/14,7506.83,7595.47,7596.1,7489.86
2019/1/11,7611.44,7575.57,7619.28,7571.58
2019/1/10,7577.44,7540.21,7586.43,7500.53
2019/1/9,7479.4,7353.53,7509.17,7353.53
2019/1/8,7326.86,7327.61,7343.2,7288.75
2019/1/7,7288.64,7232.68,7321.64,7232.68
2019/1/4,7122.93,7021.33,7125.15,6975.35
2019/1/3,7092.87,7120.47,7159.73,7056.7
2019/1/2,7117.12,7281.72,7281.72,7101.11
2018/12/31,7307.2,7231.09,7333.74,7231.09
2018/12/28,7227.54,7203.81,7248.29,7197.23
2018/12/27,7197.78,7235.62,7303.05,7190.31
2018/12/26,7169.72,7169.84,7170.91,7168.71
2018/12/25,7170.54,7170.15,7171.76,7167.77
2018/12/24,7176.87,7168.43,7177.06,7129.83
2018/12/21,7234.88,7214.92,7248.66,7113.68
2018/12/20,7236.86,7283.17,7289.61,7196.98
2018/12/19,7328.87,7347.59,7365.23,7311.02
2018/12/18,7377.65,7450.26,7464.72,7346.71
2018/12/17,7519.87,7534.07,7546.66,7490.84
2018/12/14,7562.05,7675.75,7677.09,7553.43
2018/12/13,7680.49,7597.86,7689.24,7597.86
2018/12/12,7572.57,7483.38,7587.94,7483.38
2018/12/11,7478.69,7465.9,7501.45,7444.86
2018/12/10,7482.67,7554.13,7554.14,7447.25
2018/12/7,7586.45,7595.27,7628.79,7581.92
2018/12/6,7624.91,7811.06,7811.06,7598.81
2018/12/5,7810.07,7898.44,7898.44,7773.61
2018/12/4,7961.06,7932.07,7962.81,7884.71
2018/12/3,7890.5,7924.73,7929.58,7872.81
2018/11/30,7699.25,7668.51,7722.62,7656.5
2018/11/29,7705.71,7741.55,7801.58,7680.98
2018/11/28,7703.55,7605.94,7703.74,7605.94
2018/11/27,7601.83,7591.97,7614.04,7549.14
2018/11/26,7539.87,7463.08,7555.61,7463.08
2018/11/23,7479.02,7529.16,7529.16,7441.34
2018/11/22,7530.75,7530.89,7564.1,7500.08
2018/11/21,7483.62,7426.35,7485.14,7357.5
2018/11/20,7481.65,7596.63,7596.63,7455.21
2018/11/19,7648.55,7602.14,7659.17,7600.24
2018/11/16,7626.95,7601.01,7635.29,7544.24
2018/11/15,7544.03,7428.31,7547.99,7428.31
2018/11/14,7393.72,7429.62,7454.89,7356.49
2018/11/13,7391.81,7343.12,7392.45,7212.76
2018/11/12,7376.33,7400.67,7416.85,7350.48
2018/11/9,7453.43,7608.99,7608.99,7420.34
2018/11/8,7675.96,7656.87,7753.07,7656.87
2018/11/7,7612.19,7615,7705.79,7557.77
2018/11/6,7588.98,7554.34,7595.78,7517.45
2018/11/5,7581.39,7692.12,7692.12,7522.39
2018/11/2,7737.88,7477.59,7741.61,7477.59
2018/11/1,7350.42,7234.34,7395.25,7234.34
2018/10/31,7152.93,7023.07,7153.05,7023.07
2018/10/30,6993.83,7022.69,7063.58,6949.53
2018/10/29,7102.32,7141.76,7191.86,7055.38
2018/10/26,7144.57,7239.65,7255.77,7113.18
2018/10/25,7171.74,7211.76,7211.76,7056.97
2018/10/24,7302.19,7318.11,7404.53,7271.62
2018/10/23,7355.75,7537.3,7537.3,7333.58
2018/10/22,7481.31,7347.78,7527.42,7347.73
2018/10/19,7317.12,7267.84,7365.42,7182.82
2018/10/18,7336.87,7367.9,7408.23,7286.55
2018/10/17,7389.6,7390.87,7391.41,7386.22
2018/10/16,7340.86,7328.22,7393.87,7279.83
2018/10/15,7359.05,7455.95,7455.95,7340.91
2018/10/12,7382.83,7213.33,7388.73,7213.33
2018/10/11,7180.78,7395.61,7395.61,7133.01
2018/10/10,7519.11,7542.18,7620.67,7518.87
2018/10/9,7570.48,7580.93,7627.22,7549.69
2018/10/8,7607.62,7736.84,7769.09,7605.27
2018/10/5,7759.54,7789.96,7790.13,7712.68
2018/10/4,7859.8,7979.41,7979.41,7847.2
2018/10/3,7968.28,7957.5,8008.33,7917.45
2018/10/2,8000.58,8138.5,8138.86,7979.32
2018/10/1,8131.64,8131.64,8131.64,8131.64
2018/9/28,8169.45,8157.4,8198.92,8143.03
2018/9/27,8146.78,8182.11,8204.48,8117.3
2018/9/26,8163.69,8104.73,8223.75,8104.73
2018/9/25,8095.04,8095.92,8096.92,8094.89
2018/9/24,8129.97,8251.75,8251.75,8101.23
2018/9/21,8261.3,8125.2,8263.72,8125.2
2018/9/20,8085.73,8058.05,8124.92,8045.95
2018/9/19,7982.48,7874.71,8007.22,7874.71
2018/9/18,7884.57,7837,7910.93,7766.37
2018/9/17,7890.5,7993.98,7993.98,7860.65
2018/9/14,8006.17,7939.74,8020.32,7939.74
2018/9/13,7892.52,7719.17,7892.76,7719.17
2018/9/12,7682.78,7739.77,7759.68,7664.54
2018/9/11,7736.97,7807.38,7814.17,7730.12
2018/9/10,7868.39,7955.91,7956.09,7832.34
2018/9/7,7942.21,7927.26,7999.55,7872.27
2018/9/6,7949.99,8020.8,8036.24,7904.54
2018/9/5,8101.06,8272.08,8272.08,8087.69
2018/9/4,8319.26,8254.4,8333.46,8221.96
2018/9/3,8254.66,8319.06,8319.77,8207.03
2018/8/31,8307.1,8396.71,8396.71,8262.68
2018/8/30,8447.31,8522.76,8540.73,8436.16
2018/8/29,8512.51,8519.17,8540,8484.25
2018/8/28,8541.71,8521.28,8598,8499.42
2018/8/27,8454.17,8298.49,8457.65,8298.49
2018/8/24,8274.38,8306.52,8311.53,8240.78
2018/8/23,8362.57,8376.8,8400.16,8312.97
2018/8/22,8368.58,8308.55,8378.28,8269.24
2018/8/21,8303.91,8210.03,8305.95,8209.34
2018/8/20,8170.04,8055.39,8178.39,8055.39
2018/8/17,8039.74,8001.39,8104.21,8001.39
2018/8/16,7970.57,8008.69,8057.67,7893.29
2018/8/15,8065.04,8236.62,8236.77,8048.21
2018/8/14,8289.78,8393.01,8395.03,8219.47
2018/8/13,8420.44,8521.56,8521.56,8392.32
2018/8/10,8530.81,8559.91,8605.93,8492.96
2018/8/9,8570.54,8474.67,8593.55,8440.29
2018/8/8,8510.57,8480.4,8554.56,8477.96
2018/8/7,8470.48,8349.35,8475.52,8333.92
2018/8/6,8367.46,8374.24,8478.75,8343.8
2018/8/3,8381.1,8409.69,8438.44,8367.86
2018/8/2,8431.22,8581.77,8581.77,8370.56
2018/8/1,8619.57,8656.18,8718.74,8584.68
2018/7/31,8653.03,8717.58,8717.58,8632.82
2018/7/30,8769.95,8815.92,8815.92,8717.78
2018/7/27,8860.9,8855.78,8871.01,8790.75
2018/7/26,8891.6,8940.34,8989.24,8845.75
2018/7/25,8857.99,8794.18,8864.28,8794.18
2018/7/24,8792.83,8674.58,8807.21,8672.78
2018/7/23,8675.48,8694.55,8705.99,8628.33
2018/7/20,8688.13,8636.9,8703.62,8551.92
2018/7/19,8682.4,8740.1,8780.88,8682.31
2018/7/18,8749.87,8744.21,8805.4,8723.63
2018/7/17,8722.66,8811.57,8811.57,8705.34
2018/7/16,8814.62,8830.8,8871.99,8765.38
2018/7/13,8844.58,8892.89,8893.07,8842.77
2018/7/12,8783.51,8716.4,8829.1,8698.33
2018/7/11,8753.83,8846,8846,8685.63
2018/7/10,8866.35,8900.82,8955.46,8857.92
2018/7/9,8869.8,8744.6,8904.6,8744.6
2018/7/6,8680.27,8656.81,8747.76,8579.34
2018/7/5,8655.79,8669.4,8715.06,8565.25
2018/7/4,8677.38,8811.17,8814.64,8659.93
2018/7/3,8826.56,8932.65,8932.65,8668.32
2018/7/2,8928.99,8932.87,8932.88,8928.4
2018/6/29,8947.35,8741.74,8947.64,8741.27
2018/6/28,8711.37,8723.58,8769.3,8647.17
2018/6/27,8807.47,8981.29,9003.64,8800.49
2018/6/26,8978.61,9038.26,9038.26,8886.49
2018/6/25,9152.37,9268.9,9297.43,9134.49
2018/6/22,9272.69,9255.94,9295.08,9200.88
2018/6/21,9301.11,9384.62,9458.45,9295.81
2018/6/20,9367.28,9337.39,9438.5,9304.8
2018/6/19,9393.03,9625.88,9625.88,9349.55
2018/6/18,9628.07,9628.07,9628.07,9628.07
2018/6/15,9648.15,9696.12,9720.78,9631.93
2018/6/14,9654.79,9729.54,9736.51,9630.44
2018/6/13,9755.58,9841.45,9841.46,9748.38
2018/6/12,9811.39,9779.89,9834.83,9763.68
2018/6/11,9764.4,9734.94,9781.3,9716.73
2018/6/8,9717.03,9867.79,9867.79,9693.88
2018/6/7,9901.02,9857.97,9910.73,9857.97
2018/6/6,9842.06,9800.64,9858.98,9800.24
2018/6/5,9790.72,9752.99,9800.12,9725.25
2018/6/4,9691.8,9553.97,9693.54,9553.97
2018/6/1,9487.04,9479.79,9490.66,9432.18
2018/5/31,9462.06,9400.68,9471.26,9377.21
2018/5/30,9339.19,9442.56,9442.56,9323.62
2018/5/29,9463.66,9537.92,9537.92,9454.57
2018/5/28,9538.25,9499,9551.87,9469.68
2018/5/25,9483.58,9530.36,9530.36,9467.95
2018/5/24,9530.53,9506.25,9544.7,9486.06
2018/5/23,9490.42,9593.46,9614.77,9490.31
2018/5/22,9591.44,9591.44,9591.44,9591.44
2018/5/21,9602.49,9604.29,9686.87,9602.46
2018/5/18,9650.91,9617.38,9680.49,9601.86
2018/5/17,9649.02,9651.04,9793.28,9649.02
2018/5/16,9614.76,9614.21,9637.04,9540.4
2018/5/15,9644.75,9734.01,9747.21,9641.29
2018/5/14,9698.21,9608.8,9719.89,9608.8
2018/5/11,9617.57,9567.56,9664.02,9567.56
2018/5/10,9538.96,9476.01,9553.74,9476.01
2018/5/9,9489.02,9449.41,9501.19,9428.15
2018/5/8,9427.66,9322.37,9452.26,9322.37
2018/5/7,9253.85,9220.08,9291.31,9196.8
2018/5/4,9172.38,9238.28,9257.6,9159.76
2018/5/3,9213.71,9316.14,9316.14,9176.48
